phenotypeId,webApiCohortId,cohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID
73553000,18794,[PL 80809008] Rheumatoid Arthritis Ng 2,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one RA codes in a rheumatologist visit,80809008,80809,literature,
73553000,18795,[PL 80809009] Rheumatoid Arthritis Ng 3,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one rheumatology visit and with the last rheumatologist visit with a RA code,80809009,80809,literature,
73553000,18796,[PL 80809010] Rheumatoid Arthritis Ng 4,Rheumatoid Arthritis Ng (2012) 2+ codes with 180D+ DMARD therapy,80809010,80809,literature,
73553000,18797,[PL 80809011] Rheumatoid Arthritis Ng 5,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one RA codes in a rheumatologist visit with 180D+ DMARD therapy,80809011,80809,literature,
73553000,18798,[PL 80809012] Rheumatoid Arthritis Ng 6,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one rheumatology visit and with the last rheumatologist visit with a RA codes with 180D+ DMARD therapy,80809012,80809,literature,
73553000,18799,[PL 80809013] Rheumatoid Arthritis Widdifield 1,Rheumatoid Arthritis Widdifield (2014) 1+ codes,80809013,80809,literature,
73553000,18800,[PL 80809014] Rheumatoid Arthritis Widdifield 2,"Rheumatoid Arthritis Widdifield (2014) 1+ codes, in-patient",80809014,80809,literature,
73553000,18801,[PL 80809015] Rheumatoid Arthritis Widdifield 3,"Rheumatoid Arthritis Widdifield (2014) 1+ codes ever by a specialist (rheumatologist, internal medicine, orthopedic surgeon)",80809015,80809,literature,
73553000,18802,[PL 80809016] Rheumatoid Arthritis Widdifield 4,Rheumatoid Arthritis Widdifield (2014) 2+ codes in 1 year,80809016,80809,literature,
73553000,17639,[PL 81931001] Psoriasis with arthropathy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (81931) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",81931001,81931,referent,
73553000,17638,[PL 81931002] Psoriasis with arthropathy referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (81931) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",81931002,81931,referent,
73553000,10607,"[PL 81931003] Psoriatic arthritis at first diagnosis from components (excluding dactylitis, mutilans)",Psoriatic arthritis defined by code or components at first diagnosis with 365 days of continous observation. Cohort exist is the end of continous observable time for the person.,81931003,81931,,
73553000,16918,[PL 81931004] Psoriatic arthritis,Psoriatic arthritis at first diagnosis with 365 days of continous observation. Cohort exist is the end of continous observable time for the person.,81931004,81931,,
73553000,17303,[PL 81931005] Psoriatic arthritis at first diagnosis from components,Psoriatic arthritis defined by code or components at first diagnosis with 365 days of continous observation. Cohort exist is the end of continous observable time for the person.,81931005,81931,,
73553000,17403,[PL 437082001] Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (437082) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",437082001,437082,referent,
73553000,17402,[PL 437082002] Ankylosing spondylitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (437082) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",437082002,437082,referent,
73553000,10761,[PL 437082004] Ankylosing spondylitis or (inflammatory spondylopathy with investigations) indexed at earliest treatment,"All events of Ankylosing spondylitis or inflammatory spondylopathy with investigations with 365 days prior continuous observation, restricted to the earliest of having on of treatment (NSAIDs, Sulfasalazine, biologic or methotrexate) in the 90days before or after the index date. Cohort exit is the end of continuous observable time for the person.",437082004,437082,,
73553000,17140,[PL 437082005] Axial spondyloarthritis at first diagnosis,All events of Spondyloarthritis at first diagnosis with 365 days prior continuous observation. Cohort exit is the end of continuous observable time for the person.,437082005,437082,,
73553000,18871,[PL 437082006] Ankylosing spondylitis Curtis 2,Ankylosing spondylitis Curtis (2016) 2+ codes,437082006,437082,literature,
73553000,18872,[PL 437082007] Ankylosing spondylitis Curtis 3,"Ankylosing spondylitis Curtis (2016) 1+ codes, rheumatology",437082007,437082,literature,
73553000,18873,[PL 437082008] Ankylosing spondylitis Curtis 4,"Ankylosing spondylitis Curtis (2016) 2+ codes, rheumatology",437082008,437082,literature,
73553000,18874,[PL 437082009] Ankylosing spondylitis Dubreuil 1,Ankylosing spondylitis Dubreuil  (2017) 1+ codes,437082009,437082,literature,
73553000,18875,[PL 437082010] Ankylosing spondylitis Dubreuil 2,Ankylosing spondylitis Dubreuil  (2017) 2+ codes ? 7 days apart,437082010,437082,literature,
73553000,18876,[PL 437082011] Ankylosing spondylitis Dubreuil 3,Ankylosing spondylitis Dubreuil  (2017) 1+ codesandabsence of OA code,437082011,437082,literature,
73553000,18877,[PL 437082012] Ankylosing spondylitis Dubreuil 4,Ankylosing spondylitis Dubreuil  (2017) 1+ codesandabsence of RA code,437082012,437082,literature,
73553000,18878,[PL 437082013] Ankylosing spondylitis Dubreuil 5,Ankylosing spondylitis Dubreuil  (2017) 1+ codesandDMARD or Biologic,437082013,437082,literature,
73553000,18879,[PL 437082014] Ankylosing spondylitis Dubreuil 6,Ankylosing spondylitis Dubreuil  (2017) 1+ codesandNSAID,437082014,437082,literature,
73553000,18870,[PL 437082015] Ankylosing spondylitis Curtis 1,Ankylosing spondylitis Curtis (2016) 2+ codes in primary care or 1+ codes in rheumatology,437082015,437082,literature,
73553000,18614,[PL 4000634001] Acute arthritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (4000634) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4000634001,4000634,referent,
73553000,18613,[PL 4000634002] Acute arthritis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (4000634) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4000634002,4000634,referent,
73553000,17539,[PL 4253901001] Juvenile rheumatoid arthritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (4253901) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4253901001,4253901,referent,
73553000,17538,[PL 4253901002] Juvenile rheumatoid arthritis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (4253901) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4253901002,4253901,referent,
73553000,17061,[PL 4253901003] Chronic arthritis among pediatrics at first diagnosis (restricted to age less than 18),Chronic arthritis at first diagnosis with persons limited to less than 18 years of age with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,4253901003,4253901,,
73553000,17147,[PL 4253901004] Juvenile Idiopathic arthritis at first diagnosis,Juvenile idiopathic arthritis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,4253901004,4253901,,
